neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Mission,28,1,Entire condo,Entire home/apt,2,1,151.0,4438,5.0238805208462765,1
Financial District,138,1,Entire rental unit,Entire home/apt,4,2,433.0,2540,6.073044534100405,0
Potrero Hill,1,1,Entire rental unit,Entire home/apt,5,3,360.0,2548,5.8888779583328805,3
Pacific Heights,6,0,Shared room,Shared room,2,1,64.0,222,4.174387269895637,0
Pacific Heights,6,0,Shared room,Shared room,1,1,59.0,222,4.0943445622221,0
Nob Hill,1,1,Private room in home,Private room,2,1,120.0,4409,4.795790545596741,0
Financial District,138,1,Entire rental unit,Entire home/apt,4,2,446.0,2540,6.102558594613569,0
Mission,1,1,Entire rental unit,Entire home/apt,4,3,125.0,345,4.836281906951478,3
Chinatown,14,0,Entire rental unit,Entire home/apt,4,2,264.0,321,5.579729825986222,0
Outer Richmond,1,1,Entire home,Entire home/apt,6,4,220.0,345,5.3981627015177525,2
Potrero Hill,2,0,Entire rental unit,Entire home/apt,2,1,125.0,1744,4.836281906951478,3
Downtown/Civic Center,29,1,Room in hotel,Private room,2,1,102.0,388,4.634728988229636,0
North Beach,2,1,Entire rental unit,Entire home/apt,4,2,157.0,1159,5.062595033026967,0
North Beach,1,1,Entire rental unit,Entire home/apt,4,2,160.0,1994,5.081404364984463,0
Chinatown,14,0,Entire rental unit,Entire home/apt,4,2,264.0,321,5.579729825986222,0
Chinatown,2,1,Room in hotel,Private room,4,2,153.0,655,5.0369526024136295,0
Bayview,1,1,Entire guest suite,Entire home/apt,3,1,75.0,4119,4.330733340286331,3
Inner Sunset,22,1,Entire rental unit,Entire home/apt,2,1,114.0,5189,4.74493212836325,2
Bernal Heights,8,1,Private room in rental unit,Private room,2,2,89.0,345,4.499809670330265,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,2,250.0,4471,5.5254529391317835,1
Potrero Hill,2,1,Entire townhouse,Entire home/apt,4,3,434.0,3238,6.075346031088684,3
Bayview,4,1,Private room in home,Private room,1,1,60.0,3223,4.110873864173311,3
West of Twin Peaks,2,1,Entire home,Entire home/apt,10,5,3502.0,687,8.161375023197486,4
Bernal Heights,8,1,Private room in rental unit,Private room,2,1,87.0,345,4.477336814478207,3
Mission,154,1,Entire rental unit,Entire home/apt,3,1,130.0,4000,4.875197323201151,3
South of Market,2,1,Entire condo,Entire home/apt,4,2,299.0,4076,5.703782474656201,0
Parkside,1,1,Private room in home,Private room,3,1,77.0,2638,4.356708826689592,2
Marina,1,1,Entire home,Entire home/apt,10,5,1324.0,642,7.1891677384203225,1
Noe Valley,1,1,Entire condo,Entire home/apt,4,2,347.0,3439,5.8522024797744745,1
Mission,2,1,Entire condo,Entire home/apt,5,3,200.0,3527,5.303304908059076,3
Haight Ashbury,1,1,Entire condo,Entire home/apt,4,2,626.0,641,6.440946540632921,1
Mission,20,1,Private room in home,Private room,1,1,67.0,1112,4.219507705176107,1
Mission,20,1,Private room in home,Private room,1,1,46.0,1112,3.8501476017100584,1
Bernal Heights,8,1,Private room in rental unit,Private room,2,1,94.0,345,4.553876891600541,3
Mission,9,1,Private room in home,Private room,1,1,62.0,4510,4.143134726391533,1
Mission,20,1,Private room in home,Private room,1,1,78.0,1112,4.3694478524670215,1
Ocean View,1,1,Entire condo,Entire home/apt,4,3,199.0,1936,5.298317366548036,4
Mission,1,1,Entire rental unit,Entire home/apt,4,2,400.0,3404,5.993961427306569,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,3,1,100.0,639,4.61512051684126,1
Russian Hill,1,0,Entire rental unit,Entire home/apt,2,1,175.0,342,5.170483995038151,0
Twin Peaks,2,1,Entire home,Entire home/apt,4,3,325.0,4039,5.786897381366708,1
South of Market,7,1,Entire rental unit,Entire home/apt,4,2,237.0,1653,5.472270673671475,0
Mission,1,1,Entire condo,Entire home/apt,3,2,345.0,4557,5.846438775057725,3
North Beach,138,1,Entire rental unit,Entire home/apt,2,1,296.0,2540,5.6937321388027,0
Noe Valley,3,1,Private room in home,Private room,2,1,249.0,3880,5.521460917862246,1
Nob Hill,2,1,Entire rental unit,Entire home/apt,2,1,95.0,3384,4.564348191467836,0
Noe Valley,1,1,Entire home,Entire home/apt,4,2,275.0,3034,5.62040086571715,1
Inner Sunset,1,1,Entire guest suite,Entire home/apt,2,1,121.0,3508,4.804021044733257,2
Financial District,138,1,Entire rental unit,Entire home/apt,4,2,452.0,2540,6.115892125483034,0
Crocker Amazon,2,1,Private room in guest suite,Private room,1,1,500.0,4560,6.2166061010848646,4
Excelsior,1,1,Shared room in home,Shared room,6,2,299.0,631,5.703782474656201,3
Castro/Upper Market,1,1,Entire guest suite,Entire home/apt,2,1,120.0,4475,4.795790545596741,1
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,63.0,2898,4.1588830833596715,0
Inner Richmond,2,1,Entire rental unit,Entire home/apt,10,4,476.0,2470,6.1675164908883415,2
North Beach,2,1,Entire condo,Entire home/apt,6,3,388.0,1845,5.963579343618446,0
North Beach,2,1,Private room in condo,Private room,6,2,403.0,1845,6.0014148779611505,0
Bernal Heights,2,1,Entire home,Entire home/apt,4,2,230.0,3590,5.442417710521793,3
Outer Sunset,5,1,Private room in home,Private room,1,1,65.0,2353,4.189654742026425,2
Outer Richmond,7,0,Private room in townhouse,Private room,1,1,63.0,2267,4.1588830833596715,2
Downtown/Civic Center,43,1,Entire condo,Entire home/apt,4,2,115.0,2898,4.7535901911063645,0
Bayview,3,1,Private room in home,Private room,1,1,89.0,5004,4.499809670330265,3
Outer Mission,4,1,Private room in home,Private room,3,2,58.0,626,4.07753744390572,4
Bernal Heights,28,1,Entire rental unit,Entire home/apt,2,2,235.0,4438,5.4638318050256105,3
Castro/Upper Market,1,1,Entire home,Entire home/apt,6,3,285.0,2026,5.655991810819852,1
Potrero Hill,1,1,Entire loft,Entire home/apt,2,1,135.0,2819,4.912654885736052,3
Western Addition,3,1,Private room in rental unit,Private room,1,1,68.0,3659,4.23410650459726,1
South of Market,5,1,Private room in condo,Private room,4,2,329.0,1544,5.799092654460526,0
Nob Hill,28,1,Entire rental unit,Entire home/apt,2,1,135.0,4438,4.912654885736052,0
North Beach,3,1,Entire condo,Entire home/apt,2,1,290.0,650,5.673323267171493,0
Visitacion Valley,1,1,Entire home,Entire home/apt,7,4,166.0,2969,5.117993812416755,3
Nob Hill,6,1,Entire rental unit,Entire home/apt,2,1,69.0,2969,4.248495242049359,0
Outer Richmond,8,1,Entire guest suite,Entire home/apt,3,1,174.0,2719,5.1647859739235145,2
South of Market,1,1,Entire loft,Entire home/apt,2,3,185.0,3574,5.225746673713202,0
Marina,1,1,Entire condo,Entire home/apt,4,2,650.0,2113,6.478509642208569,1
Pacific Heights,2,1,Entire condo,Entire home/apt,3,1,200.0,3128,5.303304908059076,0
Lakeshore,1,0,Entire home,Entire home/apt,5,3,236.0,3463,5.4680601411351315,2
Bayview,2,1,Entire place,Entire home/apt,2,1,188.0,1617,5.241747015059643,3
North Beach,1,1,Entire rental unit,Entire home/apt,1,1,90.0,2971,4.51085950651685,0
Nob Hill,4,1,Private room in home,Private room,2,1,175.0,3179,5.170483995038151,0
Haight Ashbury,11,1,Entire rental unit,Entire home/apt,8,5,395.0,618,5.981414211254481,1
Western Addition,17,1,Entire rental unit,Entire home/apt,2,1,251.0,2671,5.529429087511423,0
Noe Valley,2,1,Entire rental unit,Entire home/apt,4,2,175.0,3057,5.170483995038151,3
Outer Sunset,3,1,Private room in home,Private room,3,2,75.0,617,4.330733340286331,2
Potrero Hill,1,1,Entire rental unit,Entire home/apt,3,1,170.0,3181,5.14166355650266,3
Inner Sunset,24,1,Private room in home,Private room,4,2,69.0,2385,4.248495242049359,2
Western Addition,2,1,Entire condo,Entire home/apt,5,2,322.0,3029,5.777652323222656,1
Nob Hill,4,1,Entire home,Entire home/apt,6,3,381.0,3179,5.945420608606575,0
Noe Valley,1,0,Entire serviced apartment,Entire home/apt,2,1,155.0,615,5.049856007249537,1
Downtown/Civic Center,8,1,Room in hotel,Private room,2,1,209.0,1640,5.3471075307174685,0
Nob Hill,7,1,Entire loft,Entire home/apt,10,5,495.0,618,6.206575926724928,0
Downtown/Civic Center,5,1,Entire condo,Entire home/apt,2,1,223.0,665,5.4116460518550396,0
Potrero Hill,2,1,Private room in rental unit,Private room,2,1,250.0,3899,5.5254529391317835,3
Outer Sunset,8,1,Entire condo,Entire home/apt,6,4,156.0,2416,5.056245805348308,2
Pacific Heights,6,0,Shared room,Shared room,1,1,50.0,222,3.9318256327243257,0
Mission,9,1,Private room in home,Private room,1,1,63.0,4510,4.1588830833596715,1
Downtown/Civic Center,5,1,Entire condo,Entire home/apt,2,1,238.0,665,5.476463551931511,0
South of Market,1,1,Entire condo,Entire home/apt,3,1,250.0,3286,5.5254529391317835,0
Mission,154,1,Entire rental unit,Entire home/apt,2,1,110.0,4000,4.709530201312334,3
Potrero Hill,2,1,Entire home,Entire home/apt,5,3,480.0,2850,6.175867270105761,3
Pacific Heights,6,0,Shared room,Shared room,1,1,45.0,222,3.828641396489095,0
Pacific Heights,6,0,Shared room,Shared room,1,1,45.0,222,3.828641396489095,0
Castro/Upper Market,1,0,Entire home,Entire home/apt,4,2,449.0,1375,6.1092475827643655,1
Bernal Heights,1,1,Entire home,Entire home/apt,3,2,316.0,4060,5.75890177387728,3
Parkside,1,1,Private room in home,Private room,2,1,107.0,611,4.68213122712422,2
Potrero Hill,7,1,Entire rental unit,Entire home/apt,4,1,139.0,3760,4.941642422609304,3
Haight Ashbury,1,1,Entire condo,Entire home/apt,4,3,149.0,622,5.0106352940962555,1
Marina,1,1,Entire rental unit,Entire home/apt,2,1,120.0,3030,4.795790545596741,0
Nob Hill,1,1,Entire condo,Entire home/apt,6,3,305.0,855,5.723585101952381,0
Inner Sunset,1,1,Entire rental unit,Entire home/apt,2,3,110.0,1050,4.709530201312334,2
Mission,1,1,Entire home,Entire home/apt,6,3,495.0,2936,6.206575926724928,3
Inner Richmond,2,1,Entire rental unit,Entire home/apt,5,4,364.0,4013,5.8998973535824915,1
South of Market,1,1,Entire rental unit,Entire home/apt,4,1,350.0,222,5.860786223465865,0
Western Addition,1,1,Entire rental unit,Entire home/apt,6,7,400.0,214,5.993961427306569,1
Nob Hill,1,1,Entire rental unit,Entire home/apt,2,1,128.0,506,4.859812404361672,0
Bayview,8,1,Entire townhouse,Entire home/apt,6,3,194.0,2416,5.272999558563747,3
Bernal Heights,3,1,Entire condo,Entire home/apt,4,2,207.0,3976,5.337538079701318,3
Bayview,2,1,Private room in home,Private room,2,1,89.0,2336,4.499809670330265,3
Western Addition,1,1,Entire home,Entire home/apt,6,2,400.0,608,5.993961427306569,1
Noe Valley,1,1,Entire guesthouse,Entire home/apt,2,2,139.0,3422,4.941642422609304,1
Bernal Heights,1,1,Entire rental unit,Entire home/apt,2,2,150.0,3767,5.017279836814924,3
Outer Sunset,1,1,Private room in rental unit,Private room,1,1,55.0,199,4.02535169073515,2
Financial District,1,1,Entire condo,Entire home/apt,4,3,275.0,606,5.62040086571715,0
Mission,4,0,Entire townhouse,Entire home/apt,6,2,750.0,4477,6.621405651764134,3
Haight Ashbury,14,1,Private room in rental unit,Private room,1,1,56.0,5279,4.04305126783455,1
Inner Richmond,1,1,Entire rental unit,Entire home/apt,6,5,233.0,2251,5.455321115357702,2
Outer Sunset,2,1,Private room in home,Private room,1,1,59.0,199,4.0943445622221,2
Crocker Amazon,1,0,Private room in home,Private room,2,1,120.0,1991,4.795790545596741,4
South of Market,1,1,Entire condo,Entire home/apt,2,1,128.0,1617,4.859812404361672,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,99.0,2764,4.605170185988092,0
Outer Sunset,3,1,Private room in home,Private room,2,1,60.0,617,4.110873864173311,2
Financial District,3,1,Private room in serviced apartment,Private room,2,1,45.0,762,3.828641396489095,0
Pacific Heights,1,1,Entire condo,Entire home/apt,5,4,800.0,3934,6.68586094706836,1
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,130.0,2764,4.875197323201151,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,130.0,2764,4.875197323201151,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,130.0,2764,4.875197323201151,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,130.0,2764,4.875197323201151,0
Western Addition,1,1,Entire condo,Entire home/apt,8,4,500.0,3493,6.2166061010848646,1
Outer Mission,4,1,Private room in home,Private room,3,2,61.0,626,4.127134385045092,4
Outer Sunset,3,1,Entire guest suite,Entire home/apt,2,1,100.0,1648,4.61512051684126,2
South of Market,138,1,Entire rental unit,Entire home/apt,4,2,254.0,2540,5.541263545158426,0
Outer Mission,4,1,Private room in home,Private room,3,2,60.0,626,4.110873864173311,4
Bayview,2,1,Private room in home,Private room,2,2,84.0,2336,4.442651256490317,3
Glen Park,1,1,Entire home,Entire home/apt,6,3,129.0,4501,4.867534450455582,3
Mission,1,1,Private room in home,Private room,4,2,189.0,601,5.247024072160486,3
Pacific Heights,1,1,Entire rental unit,Entire home/apt,2,1,75.0,4110,4.330733340286331,1
Pacific Heights,2,1,Entire condo,Entire home/apt,4,2,284.0,3315,5.652489180268651,0
Mission,1,0,Entire rental unit,Entire home/apt,4,2,295.0,600,5.69035945432406,3
Haight Ashbury,14,1,Private room in rental unit,Private room,1,1,55.0,5279,4.02535169073515,1
Noe Valley,1,1,Entire home,Entire home/apt,7,2,350.0,5067,5.860786223465865,1
Mission,1,1,Entire guest suite,Entire home/apt,2,1,120.0,3407,4.795790545596741,3
Mission,2,1,Entire rental unit,Entire home/apt,2,1,142.0,2918,4.962844630259907,3
Western Addition,2,1,Private room in condo,Private room,1,1,69.0,3083,4.248495242049359,1
Russian Hill,1,1,Entire condo,Entire home/apt,7,5,849.0,4217,6.745236349484363,0
South of Market,1,1,Private room in rental unit,Private room,1,1,97.0,3272,4.584967478670572,0
Inner Sunset,1,1,Entire guest suite,Entire home/apt,2,1,171.0,3159,5.147494476813453,2
Marina,1,1,Entire condo,Entire home/apt,6,3,633.0,3137,6.452048954437226,1
Haight Ashbury,10,1,Entire condo,Entire home/apt,4,3,245.0,2283,5.5053315359323625,1
South of Market,10,1,Entire condo,Entire home/apt,4,2,260.0,2283,5.564520407322694,0
South of Market,1,1,Entire loft,Entire home/apt,2,1,213.0,4061,5.365976015021851,0
Outer Sunset,1,1,Entire rental unit,Entire home/apt,4,2,360.0,3039,5.8888779583328805,2
Excelsior,1,1,Private room in home,Private room,2,1,49.0,1188,3.912023005428146,4
South of Market,1,1,Entire rental unit,Entire home/apt,3,1,199.0,2725,5.298317366548036,0
Diamond Heights,1,1,Entire condo,Entire home/apt,4,2,143.0,593,4.969813299576001,4
Downtown/Civic Center,1,1,Entire condo,Entire home/apt,4,2,225.0,4454,5.420534999272286,1
Outer Sunset,1,1,Entire home,Entire home/apt,6,4,280.0,4135,5.638354669333745,2
Bayview,1,1,Entire condo,Entire home/apt,4,2,239.0,3619,5.480638923341991,3
Western Addition,1,1,Entire condo,Entire home/apt,3,3,329.0,3144,5.799092654460526,1
Parkside,1,1,Entire guest suite,Entire home/apt,4,2,221.0,3416,5.402677381872279,2
Bayview,1,0,Entire serviced apartment,Entire home/apt,4,2,127.0,605,4.852030263919617,3
Bernal Heights,2,1,Entire guesthouse,Entire home/apt,2,2,150.0,3590,5.017279836814924,3
Outer Richmond,2,1,Private room in guest suite,Private room,3,2,130.0,2927,4.875197323201151,2
Outer Sunset,6,1,Entire rental unit,Entire home/apt,4,2,120.0,3058,4.795790545596741,2
South of Market,1,1,Entire condo,Entire home/apt,6,3,700.0,3676,6.55250788703459,0
Downtown/Civic Center,20,1,Entire serviced apartment,Entire home/apt,2,1,145.0,3380,4.983606621708336,0
Downtown/Civic Center,20,1,Entire serviced apartment,Entire home/apt,4,2,151.0,3380,5.0238805208462765,0
Mission,28,1,Entire condo,Entire home/apt,2,1,100.0,4438,4.61512051684126,1
Visitacion Valley,1,1,Entire rental unit,Entire home/apt,2,1,86.0,2735,4.465908118654584,3
Inner Sunset,1,1,Entire home,Entire home/apt,4,2,355.0,4511,5.87493073085203,1
South of Market,10,1,Entire condo,Entire home/apt,2,1,190.0,2283,5.25227342804663,0
North Beach,10,1,Entire condo,Entire home/apt,2,1,198.0,2283,5.293304824724492,0
North Beach,10,1,Entire condo,Entire home/apt,2,1,170.0,2283,5.14166355650266,0
Mission,7,1,Private room in condo,Private room,2,2,96.0,3008,4.574710978503383,1
Inner Richmond,1,0,Entire condo,Entire home/apt,5,4,300.0,587,5.707110264748875,1
Outer Sunset,6,1,Entire rental unit,Entire home/apt,2,1,90.0,3058,4.51085950651685,2
Excelsior,2,1,Entire guest suite,Entire home/apt,2,1,108.0,3004,4.6913478822291435,3
Marina,2,1,Entire condo,Entire home/apt,6,3,278.0,587,5.631211781821365,0
South of Market,2,1,Entire home,Entire home/apt,6,3,654.0,2566,6.484635235635252,0
Western Addition,2,1,Private room in home,Private room,2,1,84.0,588,4.442651256490317,1
Western Addition,2,1,Entire guest suite,Entire home/apt,2,1,153.0,588,5.0369526024136295,1
Inner Sunset,1,1,Entire home,Entire home/apt,16,6,830.0,586,6.7226297948554485,2
Mission,28,1,Entire condo,Entire home/apt,2,2,200.0,4438,5.303304908059076,1
Western Addition,3,1,Entire condo,Entire home/apt,2,1,85.0,3437,4.454347296253507,1
Excelsior,5,1,Entire home,Entire home/apt,4,2,230.0,1404,5.442417710521793,3
West of Twin Peaks,1,0,Entire guest suite,Entire home/apt,4,2,160.0,3577,5.081404364984463,4
South of Market,1,0,Private room in loft,Private room,2,1,120.0,3039,4.795790545596741,0
Outer Richmond,25,0,Private room in rental unit,Private room,1,1,55.0,2212,4.02535169073515,2
Outer Richmond,25,0,Private room in rental unit,Private room,1,1,60.0,2212,4.110873864173311,2
Mission,28,1,Entire condo,Entire home/apt,2,1,113.0,4438,4.736198448394496,3
Parkside,1,1,Entire home,Entire home/apt,6,3,297.0,1555,5.697093486505405,2
Potrero Hill,1,1,Entire guest suite,Entire home/apt,2,2,175.0,4011,5.170483995038151,3
Haight Ashbury,4,1,Private room in home,Private room,3,2,325.0,3398,5.786897381366708,1
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,2,1,120.0,1367,4.795790545596741,0
Mission,1,1,Entire condo,Entire home/apt,2,1,200.0,4118,5.303304908059076,1
Russian Hill,14,1,Entire condo,Entire home/apt,4,2,181.0,1367,5.204006687076795,0
Castro/Upper Market,5,1,Entire rental unit,Entire home/apt,1,1,104.0,3375,4.653960350157523,1
Noe Valley,2,1,Entire guest suite,Entire home/apt,4,2,279.0,4107,5.634789603169249,1
Downtown/Civic Center,1,1,Entire serviced apartment,Entire home/apt,4,2,325.0,3982,5.786897381366708,0
Outer Richmond,1,1,Entire guest suite,Entire home/apt,2,1,125.0,3550,4.836281906951478,2
Outer Sunset,1,1,Private room in home,Private room,2,1,81.0,1935,4.406719247264253,2
Noe Valley,1,1,Entire home,Entire home/apt,8,5,400.0,2521,5.993961427306569,1
Downtown/Civic Center,1,1,Entire condo,Entire home/apt,2,1,300.0,2496,5.707110264748875,0
Crocker Amazon,5,1,Private room in condo,Private room,1,1,47.0,2750,3.871201010907891,4
Haight Ashbury,1,1,Entire home,Entire home/apt,8,3,450.0,3580,6.111467339502679,1
Outer Sunset,3,1,Entire home,Entire home/apt,5,3,219.0,617,5.393627546352362,2
Financial District,1,0,Entire condo,Entire home/apt,9,3,350.0,2867,5.860786223465865,0
Western Addition,6,1,Entire rental unit,Entire home/apt,2,1,79.0,3828,4.382026634673881,1
South of Market,5,1,Entire serviced apartment,Entire home/apt,2,1,201.0,3704,5.308267697401205,0
South of Market,5,1,Entire serviced apartment,Entire home/apt,4,2,281.0,3704,5.641907070938114,0
South of Market,5,1,Entire serviced apartment,Entire home/apt,2,1,139.0,3704,4.941642422609304,0
South of Market,5,1,Entire serviced apartment,Entire home/apt,2,1,169.0,3704,5.135798437050262,0
Downtown/Civic Center,5,1,Entire serviced apartment,Entire home/apt,2,2,169.0,3704,5.135798437050262,0
Bayview,3,1,Private room in home,Private room,1,1,70.0,3753,4.2626798770413155,3
Excelsior,2,1,Private room in home,Private room,2,1,68.0,581,4.23410650459726,3
Downtown/Civic Center,20,1,Entire serviced apartment,Entire home/apt,3,1,133.0,3380,4.897839799950911,0
Western Addition,1,0,Entire rental unit,Entire home/apt,6,3,286.0,579,5.659482215759621,1
Haight Ashbury,5,0,Entire condo,Entire home/apt,4,3,375.0,2262,5.929589143389895,1
Excelsior,1,1,Private room in rental unit,Private room,1,1,50.0,2753,3.9318256327243257,4
Marina,1,1,Entire home,Entire home/apt,4,2,291.0,2997,5.676753802268282,0
Inner Richmond,3,1,Private room in home,Private room,1,1,50.0,578,3.9318256327243257,1
Inner Richmond,3,1,Private room in home,Private room,1,1,50.0,578,3.9318256327243257,1
Inner Richmond,3,1,Private room in home,Private room,1,1,49.0,578,3.912023005428146,1
Noe Valley,14,1,Private room in rental unit,Private room,1,1,63.0,1962,4.1588830833596715,3
Excelsior,2,1,Entire home,Entire home/apt,5,3,100.0,2999,4.61512051684126,4
Outer Richmond,2,1,Entire rental unit,Entire home/apt,2,1,173.0,4418,5.159055299214529,2
Castro/Upper Market,13,1,Entire rental unit,Entire home/apt,8,4,856.0,1496,6.75343791859778,1
Parkside,1,1,Entire home,Entire home/apt,4,2,212.0,3442,5.3612921657094255,2
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,4,2,130.0,1367,4.875197323201151,0
Parkside,2,1,Entire home,Entire home/apt,6,3,149.0,575,5.0106352940962555,2
Russian Hill,14,1,Entire condo,Entire home/apt,6,3,227.0,1367,5.429345628954441,0
Bernal Heights,1,1,Entire home,Entire home/apt,4,2,325.0,3739,5.786897381366708,3
South of Market,1,0,Entire loft,Entire home/apt,4,3,220.0,1838,5.3981627015177525,0
Glen Park,1,1,Entire home,Entire home/apt,5,3,350.0,4457,5.860786223465865,3
Inner Richmond,8,1,Entire rental unit,Entire home/apt,3,1,178.0,2719,5.187385805840755,1
Outer Mission,2,1,Entire home,Entire home/apt,5,3,136.0,1676,4.919980925828125,4
Bernal Heights,1,1,Private room in home,Private room,6,3,389.0,573,5.966146739123692,3
Inner Richmond,2,1,Entire guest suite,Entire home/apt,5,2,272.0,1449,5.60947179518496,1
Downtown/Civic Center,20,1,Entire serviced apartment,Entire home/apt,4,2,126.0,3380,4.844187086458591,0
Downtown/Civic Center,20,1,Room in hotel,Private room,4,2,126.0,3380,4.844187086458591,0
Mission,1,1,Entire rental unit,Entire home/apt,2,1,102.0,4321,4.634728988229636,1
Noe Valley,2,1,Entire home,Entire home/apt,4,2,769.0,4826,6.646390514847729,3
Outer Sunset,24,1,Private room in rental unit,Private room,2,1,58.0,2385,4.07753744390572,2
South of Market,2,1,Entire condo,Entire home/apt,3,1,139.0,4242,4.941642422609304,0
North Beach,1,1,Entire condo,Entire home/apt,2,2,165.0,3014,5.111987788356544,0
Outer Mission,1,1,Private room in home,Private room,4,2,125.0,2786,4.836281906951478,4
South of Market,4,1,Private room in condo,Private room,1,1,88.0,3703,4.48863636973214,0
Outer Sunset,4,1,Private room in rental unit,Private room,2,1,92.0,4162,4.532599493153256,2
Twin Peaks,1,0,Entire guest suite,Entire home/apt,3,2,176.0,2626,5.176149732573829,4
Inner Richmond,8,1,Entire rental unit,Entire home/apt,9,6,392.0,2719,5.973809611869261,1
Potrero Hill,1,1,Entire home,Entire home/apt,2,1,175.0,4111,5.170483995038151,3
Excelsior,1,1,Entire home,Entire home/apt,4,3,144.0,4049,4.976733742420574,4
Russian Hill,14,1,Entire condo,Entire home/apt,6,3,227.0,1367,5.429345628954441,0
Pacific Heights,18,1,Entire rental unit,Entire home/apt,6,3,300.0,4554,5.707110264748875,0
West of Twin Peaks,1,1,Entire home,Entire home/apt,6,5,350.0,4396,5.860786223465865,4
Western Addition,29,1,Room in hotel,Private room,2,1,99.0,388,4.605170185988092,0
Excelsior,1,1,Entire home,Entire home/apt,6,3,160.0,4072,5.081404364984463,3
Visitacion Valley,2,1,Entire home,Entire home/apt,8,4,199.0,563,5.298317366548036,3
Haight Ashbury,1,0,Entire condo,Entire home/apt,4,2,249.0,1012,5.521460917862246,1
Mission,154,1,Entire rental unit,Entire home/apt,2,1,97.0,4000,4.584967478670572,3
Inner Richmond,1,1,Entire home,Entire home/apt,10,5,1957.0,2840,7.579678823090456,2
Marina,2,1,Private room in condo,Private room,2,1,199.0,587,5.298317366548036,0
Potrero Hill,1,1,Entire rental unit,Entire home/apt,2,1,155.0,2569,5.049856007249537,3
Mission,2,0,Private room in condo,Private room,2,2,229.0,2038,5.438079308923196,3
Western Addition,3,1,Entire rental unit,Entire home/apt,2,1,75.0,1700,4.330733340286331,1
Inner Richmond,8,1,Entire rental unit,Entire home/apt,3,1,109.0,2719,4.700480365792417,1
Noe Valley,1,1,Entire home,Entire home/apt,6,4,480.0,4169,6.175867270105761,3
Nob Hill,1,1,Entire condo,Entire home/apt,2,1,133.0,3513,4.897839799950911,0
Excelsior,2,1,Entire guest suite,Entire home/apt,4,2,98.0,2326,4.59511985013459,4
Outer Richmond,1,1,Entire home,Entire home/apt,8,3,194.0,556,5.272999558563747,2
Outer Richmond,1,1,Entire rental unit,Entire home/apt,4,2,209.0,2880,5.3471075307174685,2
Haight Ashbury,22,1,Private room in rental unit,Private room,2,1,75.0,1504,4.330733340286331,1
Downtown/Civic Center,1,1,Entire rental unit,Entire home/apt,4,2,185.0,555,5.225746673713202,0
Noe Valley,1,1,Entire rental unit,Entire home/apt,6,3,746.0,4825,6.616065185132817,3
Financial District,1,1,Private room in rental unit,Private room,1,1,75.0,2671,4.330733340286331,0
Financial District,1,1,Entire rental unit,Entire home/apt,4,2,399.0,553,5.991464547107982,0
Downtown/Civic Center,5,1,Room in hotel,Private room,4,2,170.0,2726,5.14166355650266,0
Parkside,2,1,Entire rental unit,Entire home/apt,5,2,159.0,575,5.075173815233827,2
South of Market,1,1,Entire rental unit,Entire home/apt,3,1,378.0,636,5.937536205082426,0
Bayview,1,1,Entire guest suite,Entire home/apt,2,1,126.0,3499,4.844187086458591,3
Russian Hill,1,1,Entire rental unit,Entire home/apt,2,1,165.0,3450,5.111987788356544,0
Outer Mission,2,0,Entire rental unit,Entire home/apt,2,1,104.0,715,4.653960350157523,4
Western Addition,2,1,Entire condo,Entire home/apt,5,2,495.0,3862,6.206575926724928,1
Bernal Heights,1,1,Entire home,Entire home/apt,6,3,280.0,3889,5.638354669333745,3
Ocean View,1,1,Entire guest suite,Entire home/apt,4,2,209.0,3921,5.3471075307174685,4
Outer Richmond,1,0,Entire home,Entire home/apt,8,4,388.0,1803,5.963579343618446,2
Outer Mission,2,1,Entire home,Entire home/apt,7,4,157.0,1676,5.062595033026967,4
Mission,28,1,Entire condo,Entire home/apt,2,1,121.0,4438,4.804021044733257,1
Castro/Upper Market,1,1,Entire condo,Entire home/apt,4,2,273.0,4108,5.6131281063880705,1
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,79.0,4000,4.382026634673881,0
Pacific Heights,17,1,Entire rental unit,Entire home/apt,2,1,232.0,2671,5.4510384535657,0
Potrero Hill,1,0,Entire condo,Entire home/apt,3,2,349.0,2909,5.857933154483459,3
Mission,3,1,Entire rental unit,Entire home/apt,4,2,412.0,3861,6.023447592961033,3
Mission,3,1,Entire guest suite,Entire home/apt,2,1,210.0,3861,5.351858133476067,3
Mission,3,1,Entire condo,Entire home/apt,6,3,581.0,3861,6.366470447731438,3
Outer Sunset,3,1,Entire home,Entire home/apt,6,3,434.0,646,6.075346031088684,2
